Client Name,Total Assistance,Total Investment,Investment Gain,Condition,Estimated Jobs,Country,SME,Ownership,Status,Constituency,Sector
Re:Sure Intelligence Ltd,49000,428000,379000.0,Creating Jobs / Capital Investment / Business Development,7,Northern Ireland,SME,Local,Local,MID ULSTER,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Re:Sure Intelligence Ltd,4410,9000,4590.0,Developing Skills,0,Northern Ireland,SME,Local,Local,MID ULSTER,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Re:Sure Intelligence Ltd,10000,22375,12375.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Re:Sure Intelligence Ltd,46000,167000,121000.0,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,MID ULSTER,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Re:Sure Intelligence Ltd,4359,12226,7867.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Re:Sure Intelligence Ltd,8700,17400,8700.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Re:Sure Intelligence Ltd,9300,18600,9300.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,MID ULSTER,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Re:Sure Intelligence Ltd,49000,313000,264000.0,Creating Jobs / Capital Investment / Business Development,7,Northern Ireland,SME,Local,Local,MID ULSTER,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Reach E.P.S.  Ltd,50000,50000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,LAGAN VALLEY,MANUFACTURING
Ready Egg Products Ltd,43340,87980,44640.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
Realtime Associates Limited,5042,10083,5041.0,Developing Skills,0,Irish Republic,SME,External,Existing,BELFAST SOUTH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Rebel Spirits Ltd,29900,334000,304100.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING
Red Apple Online Ltd,20000,20000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST EAST,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Red Bay Boats Limited,24800,24800,0.0,Developing Skills,0,Northern Ireland,SME,Local,Local,EAST ANTRIM,MANUFACTURING
Red Duck Diving,4618,9236,4618.0,Developing Skills,0,Northern Ireland,SME,Local,Local,EAST LONDONDERRY,"ARTS, ENTERTAINMENT AND RECREATION"
RED Limited,9075,18150,9075.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Redburn Consulting Ltd,5200,10400,5200.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST EAST,INFORMATION AND COMMUNICATION
Redburn Consulting Ltd,900,1800,900.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST EAST,INFORMATION AND COMMUNICATION
Redburn Design,19000,168800,149800.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,NORTH DOWN,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Redburn Solutions Ltd,3926,9852,5926.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST EAST,INFORMATION AND COMMUNICATION
Redrock Machinery Limited,2250,4500,2250.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Redrock Machinery Limited,3123,6246,3123.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Redrock Machinery Limited,49000,410000,361000.0,Creating Jobs / Capital Investment / Business Development,5,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Redrock Machinery Limited,94952,474760,379808.0,Creating Jobs / Capital Investment / Business Development,11,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Reduction Plastics Ltd,4625,9250,4625.0,Developing Innovation & Technology  ,0,Irish Republic,SME,External,Existing,UPPER BANN,MANUFACTURING
Reduction Plastics Ltd,5500,27500,22000.0,Creating Jobs / Capital Investment / Business Development,1,Irish Republic,SME,External,Existing,UPPER BANN,MANUFACTURING
Reeflive Limited,150000,500000,350000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST EAST,"ARTS, ENTERTAINMENT AND RECREATION"
Reeflive Limited,250000,557100,307100.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST EAST,"ARTS, ENTERTAINMENT AND RECREATION"
Refresh Debt Services,76000,722000,646000.0,Creating Jobs / Capital Investment / Business Development,19,Northern Ireland,SME,Local,Local,SOUTH DOWN,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Refresh Technology,5000,6250,1250.0,Covid Support,0,Northern Ireland,SME,Local,Local,MID ULSTER,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Regen Waste Limited,10160,20874,10714.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES"
Regen Waste Limited,23658,59144,35486.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES"
RegTick,2263,4525,2262.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
RegTick,10000,10000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
RegTick,34920,34920,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Reid Engineering (Cookstown) Limited,9940,19880,9940.0,Covid Support,0,Northern Ireland,SME,Local,Local,MID ULSTER,CONSTRUCTION
RE-KKUR,44000,135900,91900.0,Creating Jobs / Capital Investment / Business Development,5,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,38611,96527,57916.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,4850,9700,4850.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,49958,128303,78345.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,9750,19500,9750.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,25000,62500,37500.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
SaltDNA.com,7350,15000,7650.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
RE-KKUR,48000,392000,344000.0,Creating Jobs / Capital Investment / Business Development,8,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,9375,18750,9375.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,48132,120424,72292.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,13500,45000,31500.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,35976,119920,83944.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,9375,18750,9375.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,8000,10125,2125.0,Covid Support,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,37500,113000,75500.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,350000,350000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
RE-KKUR,200000,200000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,FERMANAGH AND SOUTH TYRONE,MANUFACTURING
Relaxvirtuallyanywhere.com,25000,0,-25000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH DOWN,MANUFACTURING
Relinea,99212,571000,471788.0,Creating Jobs / Capital Investment / Business Development,10,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,MANUFACTURING
Rentuals Ltd,10000,10000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,UPPER BANN,INFORMATION AND COMMUNICATION
Repair Lounge,5000,6250,1250.0,Covid Support,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,OTHER SERVICE ACTIVITIES
Reperio Human Capital Ltd,23424,72017,48593.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Reperio Human Capital Ltd,29600,433800,404200.0,Creating Jobs / Capital Investment / Business Development,10,Northern Ireland,SME,Local,Local,BELFAST SOUTH,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Replify Ltd,4575,9150,4575.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Replify Ltd,8820,18000,9180.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Replify Ltd,27510,91700,64190.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Replify Ltd,740,1480,740.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Replify Ltd,9140,18280,9140.0,Developing Overseas Trade Capability,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Repstor Limited,41368,92007,50639.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Waste Systems Ltd,7462.5,15000,7537.5,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,WEST TYRONE,MANUFACTURING
Repstor Limited,43544,207130,163586.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Repstor Limited,48000,490000,442000.0,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Repstor Limited,32850,109500,76650.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Repstor Limited,18000,56000,38000.0,Developing Overseas Trade Capability,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Repstor Limited,133000,2064332,1931332.0,Creating Jobs / Capital Investment / Business Development,19,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Repstor Limited,15487,65923,50436.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Repstor Limited,14972,29944,14972.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Repstor Limited,297370,1053485,756115.0,Investing in R&D,10,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Repstor Limited,400000,1000000,600000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
REP-TEC,48000,441350,393350.0,Creating Jobs / Capital Investment / Business Development,8,Northern Ireland,SME,Local,Local,WEST TYRONE,MANUFACTURING
REP-TEC,10000,43000,33000.0,Developing Overseas Trade Capability,0,Northern Ireland,SME,Local,Local,WEST TYRONE,MANUFACTURING
Rockcastle Ltd,350000,593545,243545.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST WEST,CONSTRUCTION
REP-TEC,9750,19500,9750.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,WEST TYRONE,MANUFACTURING
REP-TEC,4000,8250,4250.0,Developing Skills,0,Northern Ireland,SME,Local,Local,WEST TYRONE,MANUFACTURING
REP-TEC,16320,55969,39649.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,WEST TYRONE,MANUFACTURING
Resco Surfaces Ltd,3000,10000,7000.0,Other,0,Northern Ireland,SME,Local,Local,SOUTH DOWN,CONSTRUCTION
Resistant Building Products,8261,22239,13978.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST NORTH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Resonate Testing Ltd,13420,33550,20130.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST EAST,MANUFACTURING
Resonate Testing Ltd,26925,120250,93325.0,Other,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Resonate Testing Ltd,24400,24400,0.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Resonate Testing Ltd,94500,475000,380500.0,Other,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Resonate Testing Ltd,15000,35925,20925.0,Developing Skills,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Resonate Testing Ltd,50000,50000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,MANUFACTURING
Respiratory Analytics Ltd,69637.62,294975.37,225337.75,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,FOYLE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Respiratory Analytics Ltd,33026,33026,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,FOYLE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Responsible,249973.62,999857.07,749883.45,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Responsible,35000,35000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Retail Systems Technology Limited,47750,554600,506850.0,Creating Jobs / Capital Investment / Business Development,8,Northern Ireland,SME,Local,Local,FOYLE,INFORMATION AND COMMUNICATION
Retail Systems Technology Limited,14334,35836,21502.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FOYLE,INFORMATION AND COMMUNICATION
Retail Systems Technology Limited,6056,20994,14938.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,FOYLE,INFORMATION AND COMMUNICATION
Retinize Limited,95752,266028,170276.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Retinize Limited,45880,427000,381120.0,Creating Jobs / Capital Investment / Business Development,7,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Retinize Limited,399988.28,399988.28,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Re-Vana Ltd,99989.3,324887.98,224898.68,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING
Re-Vana Ltd,149994.23,1298724.16,1148729.93,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING
Re-Vana Ltd,149994.23,941579.06,791584.8300000001,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,MANUFACTURING
Reveal Procurement,3750,16000,12250.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,NEWRY AND ARMAGH,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Revolution Fitness & Performance,10000,10000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,"ARTS, ENTERTAINMENT AND RECREATION"
Revolution Fitness & Performance,16000,16000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,MID ULSTER,"ARTS, ENTERTAINMENT AND RECREATION"
Revolve (Ireland) Ltd,25000,226000,201000.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,MID ULSTER,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Reward,456000,4333600,3877600.0,Creating Jobs / Capital Investment / Business Development,57,Great Britain,SME,External,New,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Reward,168120,520670,352550.0,Developing Skills,0,Great Britain,SME,External,Existing,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Reynolds Hurling,1800,5965,4165.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"ARTS, ENTERTAINMENT AND RECREATION"
Reynolds Hurling,8820,18000,9180.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"ARTS, ENTERTAINMENT AND RECREATION"
Reynolds Hurling,10998,30211,19213.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"ARTS, ENTERTAINMENT AND RECREATION"
Reynolds Hurling,49970,135000,85030.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"ARTS, ENTERTAINMENT AND RECREATION"
Reynolds Hurling,3420,8550,5130.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"ARTS, ENTERTAINMENT AND RECREATION"
Reynolds Hurling,7175,14350,7175.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"ARTS, ENTERTAINMENT AND RECREATION"
Reynolds Hurling,7925,15850,7925.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,"ARTS, ENTERTAINMENT AND RECREATION"
RG Autos,10000,10000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,OTHER SERVICE ACTIVITIES
RG Autos,32000,32000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH ANTRIM,OTHER SERVICE ACTIVITIES
RGM Vent Limited,35000,268500,233500.0,Creating Jobs / Capital Investment / Business Development,5,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,CONSTRUCTION
RGM Vent Limited,2480,8990,6510.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,CONSTRUCTION
RGM Vent Limited,19200,64000,44800.0,Creating Jobs / Capital Investment / Business Development,2,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,CONSTRUCTION
RGM Vent Limited,14112,28800,14688.0,Developing Skills,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,CONSTRUCTION
RGM Vent Limited,49500,410000,360500.0,Creating Jobs / Capital Investment / Business Development,9,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,CONSTRUCTION
RGS Drivesafe Limited,95000,1022000,927000.0,Creating Jobs / Capital Investment / Business Development,19,Northern Ireland,SME,Local,Local,BELFAST EAST,EDUCATION
Rich Sauces,21690,62525,40835.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,STRANGFORD,MANUFACTURING
Rich Sauces,4704,9600,4896.0,Developing Skills,0,Northern Ireland,SME,Local,Local,STRANGFORD,MANUFACTURING
Rich Sauces,30855,102850,71995.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,STRANGFORD,MANUFACTURING
"Richard Atkinson and Company, Limited",2900,5800,2900.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,MANUFACTURING
"Richard Atkinson and Company, Limited",24584,84809,60225.0,Developing Skills,0,Northern Ireland,SME,Local,Local,SOUTH ANTRIM,MANUFACTURING
Richard Owens Opticians,1600,2000,400.0,Covid Support,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Richmond Reproduction (Manufacturing) Limited,14451,51830,37379.0,Other,0,Northern Ireland,SME,Local,Local,NORTH DOWN,MANUFACTURING
Rideway Plant Co Ltd,30000,131000,101000.0,Creating Jobs / Capital Investment / Business Development,4,Northern Ireland,SME,Local,Local,BELFAST EAST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Rideway Plant Co Ltd,4966,15305,10339.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST EAST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Rideway Plant Co Ltd,9000,30000,21000.0,Creating Jobs / Capital Investment / Business Development,1,Northern Ireland,SME,Local,Local,BELFAST EAST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Rideway Plant Co Ltd,4246,13116,8870.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST EAST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Rideway Plant Co Ltd,3475,6950,3475.0,Developing Skills,0,Northern Ireland,SME,Local,Local,BELFAST EAST,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Rift Apparel Ltd,6360,15900,9540.0,Other,0,Northern Ireland,SME,Local,Local,BELFAST EAST,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES
Right Revenue,4500,15000,10500.0,Other,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Rockcastle Ltd,175000,350000,175000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST WEST,CONSTRUCTION
Right Revenue,49000,255000,206000.0,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,118307,266814,148507.0,Investing in R&D,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,1470,3000,1530.0,Developing Skills,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,3500,7000,3500.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,225001.07,450002.15,225001.08000000002,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,4838,9675,4837.0,Developing Skills,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,150001.27,300002.55,150001.28,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,1000,2000,1000.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,100000,325000,225000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,25000,25000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,200000,200000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,249252.32,249252.32,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,50000,50000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,0,0,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,100000.85,100000.85,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Right Revenue,50000,175000,125000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,STRANGFORD,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
Rigid Mixers Ltd,9995,19990,9995.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Rigid Mixers Ltd,2250,4500,2250.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,UPPER BANN,MANUFACTURING
Rikki Jordan Guitar Tuition,5000,5000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH DOWN,EDUCATION
Rikki Jordan Guitar Tuition,5000,5000,0.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,NORTH DOWN,EDUCATION
Rising Star Designs Ltd,35000,268800,233800.0,Creating Jobs / Capital Investment / Business Development,6,Northern Ireland,SME,Local,Local,BELFAST WEST,MANUFACTURING
Rising Star Designs Ltd,10000,27500,17500.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST WEST,MANUFACTURING
SaltDNA.com,40000,80000,40000.0,Venture Capital Fund,0,Northern Ireland,SME,Local,Local,BELFAST SOUTH,INFORMATION AND COMMUNICATION
Rising Star Designs Ltd,8000,10000,2000.0,Covid Support,0,Northern Ireland,SME,Local,Local,BELFAST WEST,MANUFACTURING
Risk and Resilience,19500,214504,195004.0,Creating Jobs / Capital Investment / Business Development,3,Northern Ireland,SME,Local,Local,BELFAST EAST,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
Risk and Resilience,6412,12825,6413.0,Developing Innovation & Technology  ,0,Northern Ireland,SME,Local,Local,BELFAST EAST,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES
